Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
Neon,Sao Paulo,Finance,210,15-02-2023 00:00,https://www.seudinheiro.com/2023/empresas/unicornio-neon-banco-digital-demissao-em-massa-lils/,720,Series D,15-02-2023 21:58,Brazil,0.09,https://docs.google.com/spreadsheets/d/1HPjbndRJEq8OppLnQ17gjLKWGTLDCihH88KJ3ERr_10/htmlview#gid=0
Jellysmack,Paris,Media,208,15-02-2023 00:00,https://www.theinformation.com/articles/jellysmack-aims-to-cut-200-french-workers,22,Series C,16-02-2023 17:46,France,,Unknown
DigitalOcean,New York City,Infrastructure,200,15-02-2023 00:00,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,491,Post-IPO,15-02-2023 22:55,United States,0.11,https://docs.google.com/spreadsheets/d/1NFER_9iyOPHorGdML96zEbgfzcgN_5DqGJoRaCFipx0/edit?resourcekey#gid=1469096412
Sprinklr,New York City,Support,100,15-02-2023 00:00,https://techcrunch.com/2023/02/15/sprinklr-layoffs-2023/,429,Post-IPO,15-02-2023 19:05,United States,0.04,Unknown
Betterment,New York City,Finance,28,15-02-2023 00:00,https://www.businessinsider.com/betterment-layoffs-digital-wealth-management-firm-cuts-costs-2023-2,435,Series F,16-02-2023 16:07,United States,,Unknown
Divvy Homes,SF Bay Area,Real Estate,,15-02-2023 00:00,https://www.inman.com/2023/02/15/divvy-homes-employees-say-there-has-been-another-round-of-layoffs/,180,Series B,16-02-2023 20:55,United States,,https://docs.google.com/spreadsheets/d/1S3xYkwoQWeVer925yoD3hWwgDJaoYWna7fsHPPkjCnY/edit#gid=1258079018
Milkrun,Sydney,Food,,15-02-2023 00:00,https://www.smh.com.au/technology/milkrun-slashes-workforce-closes-delivery-hubs-in-cash-crunch-20230215-p5ckny.html,86,Series A,15-02-2023 19:04,Australia,0.2,Unknown
Momentive,SF Bay Area,Marketing,,15-02-2023 00:00,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001739936/b9e6bc4a-1447-4316-be95-a69aca1214cb.pdf,1100,Post-IPO,17-02-2023 01:58,United States,0.14,Unknown
Observe.AI,SF Bay Area,Support,,15-02-2023 00:00,https://www.channelfutures.com/business-models/observe-ai-layoffs-could-impact-partners-ability-to-sell,214,Series C,16-02-2023 15:55,United States,,Unknown
Religion of Sports,Los Angeles,Media,,15-02-2023 00:00,https://www.nytimes.com/2023/02/15/arts/podcast-industry-spotify.html,63,Series B,26-02-2023 02:10,United States,,Unknown
Tackle,Boise,Other,,15-02-2023 00:00,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,148,Series C,15-02-2023 21:55,United States,0.15,Unknown
Vicarious Surgical,Boston,Healthcare,,15-02-2023 00:00,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,185,Post-IPO,16-02-2023 15:35,United States,0.14,Unknown
CommerceHub,Albany,Retail,371,14-02-2023 00:00,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,,Acquired,15-02-2023 00:49,United States,0.31,Unknown
HackerEarth,SF Bay Area,HR,,14-02-2023 00:00,https://inc42.com/buzz/prime-venture-backed-hackerearth-trims-workforce-introduces-pay-cut-globally/,11,Series B,14-02-2023 15:16,United States,0.08,Unknown
PhableCare,Bengaluru,Healthcare,,14-02-2023 00:00,https://inc42.com/buzz/exclusive-hundreds-of-layoffs-delayed-salaries-is-kalaari-backed-phablecare-the-latest-startup-to-bite-the-dust/,40,Series B,15-02-2023 00:50,India,0.7,Unknown
Udemy,SF Bay Area,Education,,14-02-2023 00:00,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,311,Post-IPO,15-02-2023 00:53,United States,0.1,Unknown
Twilio,SF Bay Area,Other,1500,13-02-2023 00:00,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614,Post-IPO,13-02-2023 16:24,United States,0.17,Unknown
Electric,New York City,Other,141,13-02-2023 00:00,https://www.electric.ai/blog/open-letter-feb-2023,212,Series D,14-02-2023 15:14,United States,0.25,Unknown
EMX Digital,New York City,Marketing,100,13-02-2023 00:00,https://www.businessinsider.com/big-village-bankruptcy-emx-digital-employees-furious-about-layoffs-severance-2023-2,,Unknown,24-02-2023 18:35,United States,1,Unknown
PetLove,Sao Paulo,Retail,94,13-02-2023 00:00,https://oglobo.globo.com/blogs/capital/post/2023/02/petlove-demite-quase-cem-funcionarios.ghtml,225,Series C,15-02-2023 21:57,Brazil,,Unknown
iRobot,Boston,Consumer,85,13-02-2023 00:00,https://www.cnbc.com/2023/02/13/irobot-layoffs-7percent-of-workforce-at-roomba-maker-let-go.html,30,Acquired,14-02-2023 15:06,United States,0.07,Unknown
Collective Health,SF Bay Area,Healthcare,54,13-02-2023 00:00,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,719,Series F,15-02-2023 02:06,United States,,Unknown
Magic Eden,SF Bay Area,Crypto,22,13-02-2023 00:00,https://decrypt.co/121253/layoffs-hit-solana-nft-marketplace-magic-eden-sheds-22-employees,170,Series B,14-02-2023 15:12,United States,,Unknown
Casavo,Milan,Real Estate,,13-02-2023 00:00,https://casavo.com/blog/a-difficult-decision-to-strengthen-casavos-foundations-for-the-future/,708,Unknown,13-02-2023 17:48,Italy,0.3,Unknown
Foodpanda,Singapore,Food,,13-02-2023 00:00,https://www.techinasia.com/foodpanda-layoff-feb23,749,Acquired,14-02-2023 15:08,Singapore,,Unknown
Getir,London,Food,,13-02-2023 00:00,https://sifted.eu/articles/getir-layoff-uk-staff-gorillas-merger-news/,1800,Series E,14-02-2023 00:42,United Kingdom,,Unknown
LinkedIn,SF Bay Area,HR,,13-02-2023 00:00,https://www.theinformation.com/articles/microsofts-linkedin-lays-off-staff-amid-hiring-slowdown,154,Acquired,13-02-2023 20:53,United States,,Unknown
Moladin,Jakarta,Transportation,360,12-02-2023 00:00,https://aimgroup.com/2023/02/12/used-car-marketplace-moladin-lays-off-360/,138,Series B,13-02-2023 17:52,Indonesia,0.11,Unknown
TripleLift,New York City,Marketing,100,10-02-2023 00:00,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,16,Acquired,13-02-2023 17:51,United States,0.2,Unknown
Titan Medical,Toronto,Healthcare,48,10-02-2023 00:00,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,278,Post-IPO,10-03-2023 15:59,Canada,0.72,Unknown
TikTok India,Mumbai,Consumer,40,10-02-2023 00:00,https://www.livemint.com/technology/tech-news/tiktok-sacks-entire-india-staff-report-11676001745604.html,9400,Acquired,10-02-2023 16:57,India,,Unknown
Open Co,Sao Paulo,Finance,,10-02-2023 00:00,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0,140,Series D,15-02-2023 22:57,Brazil,,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0
Rigetti Computing,SF Bay Area,Hardware,,10-02-2023 00:00,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,298,Post-IPO,10-02-2023 22:04,United States,0.28,Unknown
Wonderschool,SF Bay Area,Education,,10-02-2023 00:00,https://docs.google.com/spreadsheets/d/1mbU0_yDWVexaz-zjeE5i6sDwx8NqWZd2Ru4ZdQxxYxQ/edit#gid=0,24,Series A,10-03-2023 19:55,United States,,https://docs.google.com/spreadsheets/d/1mbU0_yDWVexaz-zjeE5i6sDwx8NqWZd2Ru4ZdQxxYxQ/edit#gid=0
Yahoo,SF Bay Area,Consumer,1600,09-02-2023 00:00,https://www.axios.com/2023/02/09/yahoo-layoffs-2023-tech-media-companies,6,Acquired,09-02-2023 19:04,United States,0.2,Unknown
Misfits Market,Philadelphia,Food,649,09-02-2023 00:00,https://www.bizjournals.com/philadelphia/inno/stories/news/2023/02/09/misfits-market-layoffs-delanco-philadelphia.html,526,Series C,16-02-2023 15:45,United States,0.33,Unknown
Deliveroo,London,Food,350,09-02-2023 00:00,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,1700,Post-IPO,09-02-2023 16:21,United Kingdom,0.09,Unknown
Olive AI,Columbus,Healthcare,215,09-02-2023 00:00,https://www.axios.com/pro/health-tech-deals/2023/02/09/olive-ai-lays-off-third-company,856,Series H,10-02-2023 00:47,United States,0.35,https://docs.google.com/spreadsheets/d/1dGu7jbSjzgP0JqaYEMunouIS5S2tYK5McY2DBmehyRg/edit
Oportun,SF Bay Area,Finance,155,09-02-2023 00:00,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results,566,Post-IPO,02-03-2023 04:19,United States,0.1,Unknown
GitLab,SF Bay Area,Product,130,09-02-2023 00:00,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,413,Post-IPO,09-02-2023 15:53,United States,0.07,Unknown
Bark,New York City,Retail,126,09-02-2023 00:00,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,,Post-IPO,10-02-2023 02:01,United States,0.12,https://docs.google.com/spreadsheets/d/19az7feguB2oPaVZmg91c4iYvOuwSbEEH-t1gSOUiMHM/edit#gid=304684298
Nomad Health,New York City,Healthcare,119,09-02-2023 00:00,https://www.forbes.com/sites/katiejennings/2023/02/09/staffing-marketplace-nomad-health-lays-off-20-of-workforce-employees-say/?sh=71b4037a1557,218,Unknown,10-02-2023 21:21,United States,0.17,https://docs.google.com/spreadsheets/d/1r5lHfTtqbVf5OYtrlqZNacxqvII-tM6N1luYYEL7wa0/edit#gid=0
Veriff,Tallinn,Security,66,09-02-2023 00:00,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-66-tootajat-kotkas-meie-kasvuplaan-oli-oluliselt-ambitsioonikam/,192,Series C,09-02-2023 16:24,Estonia,0.12,Unknown
REE Automotive,Tel Aviv,Transportation,31,09-02-2023 00:00,https://www.calcalistech.com/ctechnews/article/s16tkompi,317,Post-IPO,11-02-2023 00:26,Israel,0.11,Unknown
GitHub,SF Bay Area,Product,,09-02-2023 00:00,https://fortune.com/2023/02/09/github-is-laying-off-10-of-staff-and-cutting-down-office-space/,350,Acquired,09-02-2023 18:13,United States,0.1,Unknown
Quillt,St. Louis,Media,,09-02-2023 00:00,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/09/quillt-layoffs-digital-publishing.html,,Unknown,10-02-2023 16:59,United States,,Unknown
WeTrade,Bengaluru,Crypto,,09-02-2023 00:00,https://inc42.com/buzz/bengaluru-based-crypto-startup-wetrade-shuts-operations-amidst-hostile-ambience/,,Unknown,09-02-2023 16:27,India,1,Unknown
GoDaddy,Phoenix,Marketing,530,08-02-2023 00:00,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,800,Post-IPO,08-02-2023 22:43,United States,0.08,Unknown
Affirm,SF Bay Area,Finance,500,08-02-2023 00:00,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,1500,Post-IPO,08-02-2023 21:27,United States,0.19,https://docs.google.com/spreadsheets/d/1thtK4ppRXt_tnd_6cOqoEBAClOnOm5AgUgXnERzlQJM/edit#gid=0
Gusto,SF Bay Area,HR,126,08-02-2023 00:00,https://gusto.com/company-news/josh-reeves-message-to-all-gusto,746,Series E,08-02-2023 17:20,United States,0.05,https://docs.google.com/spreadsheets/d/17D1FSnCSoA3C2ocJgAFuDdpMsWlcpmWWL1aZ4PT3K20/htmlview
Gong,SF Bay Area,Sales,80,08-02-2023 00:00,https://www.calcalistech.com/ctechnews/article/hjyj6811as,583,Series E,08-02-2023 19:31,United States,0.07,Unknown
Beam Benefits,Columbus,Healthcare,31,08-02-2023 00:00,https://www.bizjournals.com/columbus/inno/stories/news/2023/02/16/beam-benefits-job-cuts.html,168,Series E,17-02-2023 17:23,United States,0.08,Unknown
Equitybee,SF Bay Area,Finance,24,08-02-2023 00:00,https://www.calcalistech.com/ctechnews/article/h1jkvzwpo,85,Series B,09-02-2023 00:44,United States,0.25,Unknown
Baraja,Sydney,Transportation,,08-02-2023 00:00,https://www.news.com.au/finance/business/technology/australian-driverless-car-startup-baraja-worth-300m-sacks-75-per-cent-of-staff/news-story/c7c36ac5afded8f5171e8cc0ec5a71af,63,Unknown,08-02-2023 17:46,Australia,0.75,Unknown
Koho,Toronto,Finance,,08-02-2023 00:00,https://betakit.com/koho-lays-off-14-percent-of-staff/,278,Series D,08-02-2023 17:50,Canada,0.14,Unknown
Medly,New York City,Healthcare,,08-02-2023 00:00,https://www.businessinsider.com/medly-is-shutting-down-after-pharmacy-startup-declared-bankruptcy-2023-2,100,Series C,11-02-2023 00:24,United States,1,Unknown
Nearmap,Sydney,Construction,,08-02-2023 00:00,https://www.afr.com/technology/c-suite-coup-mass-layoffs-at-nearmap-as-us-owner-wields-axe-20230207-p5cil4,15,Acquired,08-02-2023 17:38,Australia,0.2,Unknown
Zoom,SF Bay Area,Other,1300,07-02-2023 00:00,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,276,Post-IPO,07-02-2023 18:47,United States,0.15,https://coda.io/@alumni/zoom-alumni-list
eBay,SF Bay Area,Retail,500,07-02-2023 00:00,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,1200,Post-IPO,07-02-2023 22:26,United States,0.04,https://docs.google.com/spreadsheets/d/19dj85tMJDVQ4v-85elXfMNn7R9UwOcqOFSzoQnGa2T4/edit?resourcekey#gid=766625628
SecureWorks,Atlanta,Security,212,07-02-2023 00:00,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,07-02-2023 15:30,United States,0.09,Unknown
Salesloft,Atlanta,Sales,100,07-02-2023 00:00,https://www.bizjournals.com/atlanta/news/2023/02/07/salesloft-lays-off-workers.amp.html,245,Acquired,08-02-2023 17:24,United States,0.1,Unknown
Openpay,Melbourne,Finance,83,07-02-2023 00:00,https://www.9news.com.au/finance/openpay-buy-now-pay-later-collapses-asx-listed-company/1fd1c0d8-4215-4e64-a9ed-9381e0d3f1a5,299,Post-IPO,07-02-2023 03:58,Australia,1,Unknown
LearnUpon,Dublin,Education,27,07-02-2023 00:00,https://www.independent.ie/business/technology/learnupon-to-let-27-go-as-tech-layoffs-continue-42331418.html,56,Private Equity,08-02-2023 17:37,Ireland,0.09,Unknown
Sana Benefits,Austin,HR,,07-02-2023 00:00,https://www.sanabenefits.com/blog/a-letter-from-ceo-and-co-founder-will-young-to-sana-employees/,106,Series B,08-02-2023 17:42,United States,0.19,Unknown
Dell,Austin,Hardware,6650,06-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,,Post-IPO,06-02-2023 15:48,United States,0.05,Unknown
Loggi,Sao Paulo,Logistics,300,06-02-2023 00:00,https://www.infomoney.com.br/negocios/pela-segunda-vez-loggi-reduz-equipe-com-demissoes-em-massa/,507,Series F,07-02-2023 03:45,Brazil,0.07,Unknown
Catch.com.au,Melbourne,Retail,100,06-02-2023 00:00,https://www.channelnews.com.au/wesfarmers-axes-100-catch-employees/,80,Acquired,14-02-2023 15:11,Australia,,Unknown
VinFast US,Los Angeles,Transportation,80,06-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-07/vinfast-cuts-about-80-jobs-in-north-america-including-us-cfo#xj4y7vzkg,,Subsidiary,08-02-2023 17:53,United States,,Unknown
Drift,Boston,Marketing,59,06-02-2023 00:00,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,107,Acquired,07-02-2023 03:56,United States,,Unknown
Pocket Aces,Mumbai,Media,50,06-02-2023 00:00,https://economictimes.indiatimes.com/tech/startups/pocket-aces-lays-off-over-20-of-its-workforce/articleshow/97626118.cms,19,Unknown,06-02-2023 19:12,India,0.25,Unknown
Clari,SF Bay Area,Sales,20,06-02-2023 00:00,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,496,Series F,07-02-2023 04:01,United States,,Unknown
C6 Bank,Sao Paulo,Finance,,06-02-2023 00:00,https://www1.folha.uol.com.br/mercado/2023/02/c6-bank-demite-funcionarios-e-prepara-reestruturacao.shtml,2300,Unknown,08-02-2023 21:47,Brazil,,Unknown
Daraz,Singapore,Retail,,06-02-2023 00:00,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,,Unknown,06-02-2023 19:08,Singapore,0.11,Unknown
TenureX,Tel Aviv,Finance,,06-02-2023 00:00,https://www.calcalistech.com/ctechnews/article/b1bsh963o,6,Seed,07-02-2023 04:04,Israel,,Unknown
Kyruus,Boston,Healthcare,70,05-02-2023 00:00,https://www.fiercehealthcare.com/health-tech/workforce-tracker-thirty-madison-latest-digital-health-startup-cut-staff,183,Unknown,07-02-2023 03:49,United States,,Unknown
Lightico,Tel Aviv,Finance,20,05-02-2023 00:00,https://www.calcalistech.com/ctechnews/article/bydwq4phj,42,Series B,07-02-2023 04:08,Israel,0.25,Unknown
FarEye,New Delhi,Logistics,90,03-02-2023 00:00,https://inc42.com/buzz/exclusive-microsoft-backed-fareye-fires-90-employees-in-second-round-of-layoffs-within-8-months/,150,Series E,03-02-2023 15:58,India,,
Protocol Labs,SF Bay Area,Crypto,89,03-02-2023 00:00,https://www.forbes.com/sites/michaeldelcastillo/2023/02/03/andreessen-horowitz-backed-protocol-labs-fires-21-of-staff-after-raising-record-257-million/?sh=24ba1897b400&utm_campaign=socialflowForbesMainLI&utm_source=ForbesMainLinkedIn&utm_medium=social,10,Unknown,04-02-2023 04:41,United States,0.2,Unknown
Finder,Sydney,Retail,,03-02-2023 00:00,https://www.news.com.au/finance/work/at-work/finder-staff-shocked-by-abrupt-job-cuts-as-15-of-the-business-is-restructured/news-story/6907cf73ddddceb30018521871c89d3c,30,Unknown,06-02-2023 04:12,Australia,0.15,Unknown
Byju's,Bengaluru,Education,1500,02-02-2023 00:00,https://www.livemint.com/companies/start-ups/edtech-firm-byju-s-lays-off-nearly-1-500-employees-11675343777644.html,5500,Private Equity,02-02-2023 15:50,India,,Unknown
Okta,SF Bay Area,Security,300,02-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,1200,Post-IPO,02-02-2023 15:48,United States,0.05,https://airtable.com/shrezINg2JegLsl3L/tblvWgpSHQtMNdYBO
Autodesk,SF Bay Area,Other,250,02-02-2023 00:00,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,,Post-IPO,03-02-2023 15:59,United States,0.02,Unknown
Mindstrong,SF Bay Area,Healthcare,127,02-02-2023 00:00,https://www.bizjournals.com/sanjose/news/2023/02/02/mental-health-startup-closing-menlo-park-hq.html,160,Series C,03-02-2023 03:40,United States,,Unknown
NCC Group,Manchester,Security,125,02-02-2023 00:00,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,,Post-IPO,03-02-2023 20:21,United Kingdom,0.07,Unknown
Miro,SF Bay Area,Other,119,02-02-2023 00:00,https://miro.com/blog/a-message-from-our-ceo/,476,Series C,02-02-2023 15:49,United States,0.07,Unknown
Getir,New York City,Food,100,02-02-2023 00:00,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,1800,Series E,05-02-2023 01:03,United States,,Unknown
Highspot,Seattle,Sales,100,02-02-2023 00:00,https://www.geekwire.com/2023/sales-software-company-highspot-lays-off-100-employees/,644,Series F,03-02-2023 03:19,United States,0.1,Unknown
Bittrex,Seattle,Crypto,80,02-02-2023 00:00,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,,Unknown,03-02-2023 03:14,United States,,Unknown
Snowplow,London,Data,40,02-02-2023 00:00,https://www.linkedin.com/posts/alexdean_today-we-announced-that-we-will-be-saying-activity-7027029986091900928-YHHh/,55,Series B,03-02-2023 15:58,United States,,Unknown
Articulate,New York City,Education,38,02-02-2023 00:00,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,1500,Series A,03-02-2023 03:16,United States,,Unknown
Desktop Metal,Boston,Other,,02-02-2023 00:00,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,811,Post-IPO,03-02-2023 03:39,United States,,Unknown
